trt, performance_error, stability_aggreement, best_performance, best_stability
1, 42.39, 55, 1, 10
3, 41.42, 73, 1, 14
5, 42.38, 90, 1, 21
7, 43.41, 87, 1, 30
9, 44.07, 52, 1, 28
