trt, performance_error, stability_aggreement, best_performance, best_stability
1, 17.58, 0, 1, 2
3, 19.83, 1, 0, 8
5, 20.06, 4, 0, 12
7, 22.18, 2, 0, 32
9, 25.44, 5, 0, 46
