trt, performance_error, stability_aggreement, best_performance, best_stability
1, 53.73, 3, 1, 0
3, 53.64, 0, 1, 0
5, 55.64, 13, 1, 5
7, 56.76, 31, 1, 23
9, 54.56, 31, 1, 72
