trt, performance_error, stability_aggreement, best_performance, best_stability
1, 7.92, 0, 1, 2
3, 16.00, 0, 0, 3
5, 17.45, 0, 0, 7
7, 17.36, 0, 0, 22
9, 20.03, 0, 0, 67
