trt, performance_error, stability_aggreement, best_performance, best_stability
1, 19.28, 0, 1, 0
3, 24.95, 0, 0, 9
5, 25.69, 1, 0, 11
7, 22.47, 2, 1, 20
9, 29.75, 3, 0, 61
