trt, performance_error, stability_aggreement, best_performance, best_stability
1, 26.57, 25, 1, 57
3, 32.95, 20, 1, 52
5, 38.45, 12, 0, 45
7, 41.09, 3, 0, 51
9, 43.55, 5, 0, 63
