trt, performance_error, stability_aggreement, best_performance, best_stability
1, 21.59, 11, 1, 3
3, 32.33, 19, 0, 3
5, 29.68, 26, 0, 7
7, 32.77, 26, 0, 3
9, 37.81, 26, 0, 84
