trt, performance_error, stability_aggreement, best_performance, best_stability
1, 5.05, 11, 1, 27
3, 5.16, 14, 1, 16
5, 5.67, 4, 1, 7
7, 5.62, 3, 1, 44
9, 7.66, 0, 0, 6
