trt, performance_error, stability_aggreement, best_performance, best_stability
1, 12.03, 22, 1, 58
3, 23.41, 20, 0, 57
5, 27.03, 0, 0, 44
7, 28.63, 0, 0, 50
9, 30.60, 6, 0, 59
