trt, performance_error, stability_aggreement, best_performance, best_stability
1, 23.06, 0, 1, 4
3, 19.27, 0, 1, 7
5, 21.70, 0, 1, 12
7, 28.44, 0, 1, 32
9, 30.15, 0, 1, 45
