trt, performance_error, stability_aggreement, best_performance, best_stability
1, 43.77, 0, 1, 1
3, 47.57, 0, 1, 6
5, 46.63, 0, 1, 20
7, 48.30, 0, 1, 11
9, 48.28, 0, 1, 63
