trt, performance_error, stability_aggreement, best_performance, best_stability
1, 18.90, 67, 1, 26
3, 18.33, 66, 1, 22
5, 20.74, 67, 0, 26
7, 22.54, 66, 0, 16
9, 25.22, 62, 0, 12
