trt, performance_error, stability_aggreement, best_performance, best_stability
1, 27.94, 0, 1, 3
3, 26.15, 0, 1, 8
5, 27.40, 0, 1, 3
7, 35.24, 0, 0, 16
9, 39.08, 0, 0, 70
