trt, performance_error, stability_aggreement, best_performance, best_stability
1, 41.07, 0, 1, 3
3, 51.76, 0, 0, 18
5, 52.95, 0, 0, 25
7, 51.97, 0, 0, 13
9, 53.71, 0, 0, 41
