trt, performance_error, stability_aggreement, best_performance, best_stability
1, 43.96, 0, 1, 22
3, 61.73, 0, 0, 17
5, 60.88, 0, 0, 29
7, 75.53, 0, 0, 10
9, 77.63, 0, 0, 24
