trt, performance_error, stability_aggreement, best_performance, best_stability
1, 17.66, 0, 1, 3
3, 17.10, 2, 1, 8
5, 14.45, 1, 1, 2
7, 17.87, 5, 1, 5
9, 16.20, 29, 1, 82
