trt, performance_error, stability_aggreement, best_performance, best_stability
1, 7.52, 61, 1, 28
3, 19.68, 72, 1, 17
5, 17.23, 81, 1, 27
7, 14.99, 84, 1, 19
9, 11.03, 60, 1, 10
