trt, performance_error, stability_aggreement, best_performance, best_stability
1, 30.38, 4, 1, 8
3, 34.65, 2, 0, 2
5, 35.63, 3, 0, 8
7, 38.46, 9, 0, 10
9, 40.01, 20, 0, 73
