trt, performance_error, stability_aggreement, best_performance, best_stability
1, 26.40, 13, 1, 52
3, 27.06, 14, 1, 54
5, 28.84, 13, 1, 46
7, 32.12, 11, 0, 45
9, 35.16, 9, 0, 59
