trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.00, 31, 1, 62
3, 0.00, 42, 1, 53
5, 2.92, 24, 1, 41
7, 9.41, 18, 1, 39
9, 16.61, 40, 1, 61
