trt, performance_error, stability_aggreement, best_performance, best_stability
1, 51.79, 0, 1, 5
3, 48.19, 0, 1, 6
5, 51.29, 0, 1, 18
7, 54.91, 13, 1, 23
9, 49.28, 15, 1, 68
