trt, performance_error, stability_aggreement, best_performance, best_stability
1, 18.56, 69, 1, 13
3, 18.56, 72, 1, 20
5, 18.56, 64, 1, 5
7, 32.15, 63, 1, 12
9, 32.15, 63, 1, 51
