trt, performance_error, stability_aggreement, best_performance, best_stability
1, 49.38, 0, 1, 0
3, 55.51, 0, 1, 1
5, 50.48, 0, 1, 4
7, 55.30, 0, 1, 22
9, 51.26, 0, 1, 73
