trt, performance_error, stability_aggreement, best_performance, best_stability
1, 37.03, 0, 1, 2
3, 41.05, 0, 1, 9
5, 40.83, 0, 1, 17
7, 41.78, 0, 1, 29
9, 44.05, 0, 1, 43
