trt, performance_error, stability_aggreement, best_performance, best_stability
1, 22.28, 0, 1, 3
3, 27.58, 0, 1, 9
5, 24.43, 0, 1, 24
7, 27.32, 0, 1, 18
9, 26.39, 0, 1, 46
