trt, performance_error, stability_aggreement, best_performance, best_stability
1, 54.69, 0, 1, 28
3, 59.48, 0, 1, 24
5, 64.59, 0, 1, 19
7, 70.24, 0, 0, 12
9, 70.54, 0, 0, 18
