trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.50, 100, 1, 41
3, 0.63, 66, 1, 5
5, 0.50, 61, 1, 2
7, 0.50, 100, 1, 20
9, 0.55, 71, 1, 34
