trt, performance_error, stability_aggreement, best_performance, best_stability
1, 27.48, 0, 1, 6
3, 25.94, 0, 1, 8
5, 28.68, 1, 0, 3
7, 31.25, 0, 0, 17
9, 28.56, 13, 0, 66
