trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.00, 71, 1, 2
3, 0.00, 71, 1, 5
5, 0.00, 71, 1, 9
7, 0.00, 71, 1, 11
9, 0.00, 71, 1, 73
