trt, performance_error, stability_aggreement, best_performance, best_stability
1, 30.88, 0, 1, 18
3, 27.99, 0, 1, 14
5, 32.68, 0, 1, 41
7, 34.51, 0, 1, 14
9, 46.61, 0, 0, 13
