leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 48.74, 0, 1, 3
3, causal_ezr, 44.58, 3, 1, 97
5, ezr, 47.24, 0, 1, 3
5, causal_ezr, 46.24, 12, 1, 97
7, ezr, 42.10, 0, 1, 4
7, causal_ezr, 45.16, 29, 1, 96
9, ezr, 39.32, 3, 1, 1
9, causal_ezr, 43.65, 64, 1, 99
