leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 2.28, 36, 1, 41
3, causal_ezr, 5.26, 42, 0, 57
5, ezr, 2.28, 23, 1, 30
5, causal_ezr, 14.45, 33, 0, 68
7, ezr, 5.28, 26, 1, 27
7, causal_ezr, 10.00, 43, 0, 71
9, ezr, 5.25, 23, 1, 25
9, causal_ezr, 10.09, 46, 0, 73
