leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 0.95, 15, 1, 49
3, causal_ezr, 0.89, 15, 1, 51
5, ezr, 1.05, 15, 1, 40
5, causal_ezr, 0.89, 11, 1, 60
7, ezr, 0.84, 15, 1, 53
7, causal_ezr, 0.89, 11, 1, 47
9, ezr, 0.81, 15, 1, 69
9, causal_ezr, 0.89, 11, 1, 31
