leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 88.04, 0, 1, 10
3, causal_ezr, 87.65, 0, 1, 90
5, ezr, 85.39, 0, 1, 0
5, causal_ezr, 87.54, 0, 1, 100
7, ezr, 83.74, 0, 1, 3
7, causal_ezr, 87.48, 0, 1, 97
9, ezr, 87.31, 0, 1, 0
9, causal_ezr, 87.48, 0, 1, 100
