leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 13.55, 63, 1, 43
3, causal_ezr, 13.07, 65, 1, 57
5, ezr, 14.28, 67, 1, 59
5, causal_ezr, 19.26, 50, 1, 41
7, ezr, 17.13, 65, 1, 78
7, causal_ezr, 19.91, 0, 1, 22
9, ezr, 17.38, 66, 1, 83
9, causal_ezr, 20.80, 0, 1, 17
