leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 25.94, 0, 1, 0
3, causal_ezr, 56.22, 100, 0, 100
5, ezr, 28.68, 0, 1, 0
5, causal_ezr, 56.22, 100, 0, 100
7, ezr, 31.25, 20, 1, 0
7, causal_ezr, 56.22, 100, 0, 100
9, ezr, 28.56, 0, 1, 0
9, causal_ezr, 56.22, 100, 0, 100
