leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 50.97, 66, 1, 38
3, causal_ezr, 51.87, 64, 1, 62
5, ezr, 50.84, 66, 1, 42
5, causal_ezr, 51.87, 66, 1, 58
7, ezr, 50.97, 66, 1, 55
7, causal_ezr, 51.87, 66, 1, 45
9, ezr, 50.97, 66, 1, 71
9, causal_ezr, 51.87, 66, 1, 29
