leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 18.56, 72, 1, 28
3, causal_ezr, 26.09, 69, 1, 72
5, ezr, 18.56, 67, 1, 33
5, causal_ezr, 26.09, 66, 1, 67
7, ezr, 32.15, 66, 1, 34
7, causal_ezr, 32.15, 66, 1, 66
9, ezr, 32.15, 69, 1, 28
9, causal_ezr, 32.02, 66, 1, 72
