leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 1.34, 87, 1, 65
3, causal_ezr, 0.00, 64, 1, 31
5, ezr, 2.20, 100, 1, 52
5, causal_ezr, 0.00, 70, 1, 44
7, ezr, 4.20, 65, 1, 57
7, causal_ezr, 0.00, 64, 1, 39
9, ezr, 5.51, 52, 1, 69
9, causal_ezr, 3.30, 50, 1, 27
