leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 56.58, 0, 1, 23
3, causal_ezr, 49.95, 0, 1, 77
5, ezr, 50.51, 0, 1, 21
5, causal_ezr, 55.92, 0, 1, 79
7, ezr, 45.02, 0, 1, 31
7, causal_ezr, 53.13, 0, 1, 69
9, ezr, 50.03, 0, 1, 48
9, causal_ezr, 55.99, 0, 1, 52
