leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 1.14, 53, 1, 33
3, causal_ezr, 1.12, 50, 1, 67
5, ezr, 1.18, 43, 1, 51
5, causal_ezr, 1.12, 50, 1, 49
7, ezr, 1.20, 56, 1, 44
7, causal_ezr, 1.12, 50, 1, 56
9, ezr, 1.26, 50, 1, 40
9, causal_ezr, 1.12, 50, 1, 60
