leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 24.77, 24, 1, 19
3, causal_ezr, 35.79, 28, 1, 81
5, ezr, 40.27, 10, 0, 5
5, causal_ezr, 28.52, 59, 1, 95
7, ezr, 34.67, 14, 1, 5
7, causal_ezr, 47.25, 70, 1, 95
9, ezr, 23.07, 17, 1, 31
9, causal_ezr, 52.17, 27, 1, 69
