leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 47.57, 0, 1, 0
3, causal_ezr, 57.36, 0, 1, 100
5, ezr, 46.63, 0, 1, 0
5, causal_ezr, 57.36, 0, 1, 100
7, ezr, 48.30, 0, 1, 0
7, causal_ezr, 57.36, 0, 1, 100
9, ezr, 48.28, 0, 1, 0
9, causal_ezr, 57.36, 0, 1, 100
