leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 26.40, 0, 1, 57
3, causal_ezr, 30.58, 0, 1, 43
5, ezr, 26.49, 0, 1, 68
5, causal_ezr, 31.14, 0, 1, 32
7, ezr, 32.06, 0, 1, 61
7, causal_ezr, 31.89, 0, 1, 39
9, ezr, 32.33, 0, 1, 67
9, causal_ezr, 29.17, 0, 1, 33
