leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 26.15, 0, 1, 33
3, causal_ezr, 33.59, 0, 0, 67
5, ezr, 27.40, 0, 1, 42
5, causal_ezr, 31.76, 0, 1, 58
7, ezr, 35.24, 0, 1, 40
7, causal_ezr, 34.91, 0, 1, 60
9, ezr, 39.08, 0, 1, 45
9, causal_ezr, 35.47, 0, 1, 55
