leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 34.13, 0, 1, 17
3, causal_ezr, 43.11, 0, 0, 83
5, ezr, 31.32, 0, 1, 14
5, causal_ezr, 33.53, 0, 1, 86
7, ezr, 32.12, 0, 1, 18
7, causal_ezr, 36.15, 0, 0, 82
9, ezr, 35.31, 0, 1, 6
9, causal_ezr, 37.72, 1, 1, 94
