leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 30.86, 0, 1, 4
3, causal_ezr, 39.61, 0, 1, 96
5, ezr, 32.96, 0, 1, 2
5, causal_ezr, 36.82, 0, 1, 98
7, ezr, 31.46, 0, 1, 3
7, causal_ezr, 40.58, 0, 1, 97
9, ezr, 34.79, 0, 1, 11
9, causal_ezr, 37.64, 1, 1, 89
