leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 27.03, 0, 1, 1
3, causal_ezr, 33.47, 0, 1, 99
5, ezr, 27.72, 0, 1, 11
5, causal_ezr, 32.58, 0, 1, 89
7, ezr, 26.47, 0, 1, 45
7, causal_ezr, 31.44, 0, 1, 55
9, ezr, 27.94, 0, 1, 45
9, causal_ezr, 31.73, 0, 1, 55
