leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 17.27, 32, 1, 70
3, causal_ezr, 17.46, 16, 1, 30
5, ezr, 16.78, 40, 1, 77
5, causal_ezr, 16.90, 13, 1, 23
7, ezr, 20.22, 19, 1, 81
7, causal_ezr, 17.15, 10, 1, 19
9, ezr, 23.59, 52, 1, 89
9, causal_ezr, 17.43, 27, 1, 11
