leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 34.28, 0, 1, 0
3, causal_ezr, 58.63, 0, 0, 100
5, ezr, 33.26, 0, 1, 0
5, causal_ezr, 58.63, 0, 0, 100
7, ezr, 36.96, 0, 1, 0
7, causal_ezr, 58.63, 0, 0, 100
9, ezr, 37.84, 0, 1, 0
9, causal_ezr, 58.63, 0, 0, 100
