leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 3.92, 27, 1, 87
3, causal_ezr, 6.79, 13, 1, 13
5, ezr, 7.14, 19, 1, 69
5, causal_ezr, 9.36, 11, 1, 31
7, ezr, 6.86, 18, 1, 54
7, causal_ezr, 10.32, 13, 1, 46
9, ezr, 13.60, 18, 1, 48
9, causal_ezr, 12.37, 17, 1, 52
