leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 19.37, 0, 1, 44
3, causal_ezr, 22.41, 0, 1, 56
5, ezr, 19.26, 0, 1, 30
5, causal_ezr, 24.56, 4, 1, 70
7, ezr, 23.50, 0, 1, 18
7, causal_ezr, 31.62, 0, 0, 82
9, ezr, 25.38, 0, 1, 27
9, causal_ezr, 32.37, 0, 1, 73
