leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 19.68, 49, 1, 77
3, causal_ezr, 26.07, 24, 0, 23
5, ezr, 17.23, 60, 1, 79
5, causal_ezr, 22.46, 20, 1, 21
7, ezr, 14.99, 71, 1, 100
7, causal_ezr, 25.35, 22, 1, 3
9, ezr, 11.03, 60, 1, 100
9, causal_ezr, 22.07, 28, 0, 0
