leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 33.29, 0, 1, 11
3, causal_ezr, 40.17, 0, 0, 89
5, ezr, 33.93, 0, 1, 12
5, causal_ezr, 47.28, 0, 0, 88
7, ezr, 31.70, 0, 1, 17
7, causal_ezr, 49.16, 0, 0, 83
9, ezr, 38.80, 0, 1, 17
9, causal_ezr, 48.43, 0, 0, 83
