leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 0.00, 0, 1, 6
3, causal_ezr, 0.00, 0, 1, 94
5, ezr, 0.00, 0, 1, 13
5, causal_ezr, 0.00, 0, 1, 87
7, ezr, 0.00, 1, 1, 8
7, causal_ezr, 0.00, 3, 1, 92
9, ezr, 0.00, 2, 1, 3
9, causal_ezr, 0.00, 45, 1, 97
