leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 47.00, 0, 1, 66
3, causal_ezr, 43.03, 0, 1, 34
5, ezr, 48.02, 0, 1, 58
5, causal_ezr, 46.24, 0, 1, 42
7, ezr, 51.92, 0, 1, 73
7, causal_ezr, 50.24, 0, 1, 27
9, ezr, 48.03, 0, 1, 77
9, causal_ezr, 57.91, 0, 0, 23
