leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 5.22, 40, 1, 57
3, causal_ezr, 9.20, 29, 1, 43
5, ezr, 5.90, 28, 1, 51
5, causal_ezr, 7.32, 30, 0, 49
7, ezr, 5.17, 12, 1, 37
7, causal_ezr, 8.51, 49, 0, 63
9, ezr, 4.50, 39, 1, 23
9, causal_ezr, 7.29, 77, 0, 77
