leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 12.79, 0, 1, 3
3, causal_ezr, 18.68, 0, 0, 97
5, ezr, 16.74, 0, 1, 1
5, causal_ezr, 34.28, 0, 0, 99
7, ezr, 23.01, 0, 1, 22
7, causal_ezr, 29.49, 0, 1, 78
9, ezr, 26.11, 0, 1, 56
9, causal_ezr, 29.13, 0, 1, 44
