leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 53.64, 4, 1, 1
3, causal_ezr, 55.52, 34, 1, 99
5, ezr, 55.64, 3, 1, 1
5, causal_ezr, 55.03, 34, 1, 99
7, ezr, 56.76, 34, 1, 3
7, causal_ezr, 55.31, 34, 1, 97
9, ezr, 54.56, 34, 1, 34
9, causal_ezr, 55.32, 34, 1, 100
