leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 20.63, 7, 1, 27
3, causal_ezr, 30.40, 23, 1, 71
5, ezr, 27.21, 5, 1, 15
5, causal_ezr, 31.75, 21, 1, 83
7, ezr, 31.22, 1, 1, 14
7, causal_ezr, 31.31, 21, 1, 84
9, ezr, 29.29, 9, 1, 26
9, causal_ezr, 32.26, 21, 1, 72
