leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 0.32, 87, 1, 89
3, causal_ezr, 13.02, 50, 1, 11
5, ezr, 0.50, 85, 1, 79
5, causal_ezr, 9.25, 44, 1, 21
7, ezr, 5.87, 75, 1, 69
7, causal_ezr, 6.02, 45, 1, 31
9, ezr, 13.08, 90, 1, 78
9, causal_ezr, 15.60, 47, 1, 22
