leaf_size, trt, performance_error, stability_agreement, best_performance, best_stability
3, ezr, 47.37, 0, 1, 21
3, causal_ezr, 53.94, 0, 0, 79
5, ezr, 48.44, 0, 1, 18
5, causal_ezr, 51.56, 0, 1, 82
7, ezr, 47.54, 0, 1, 37
7, causal_ezr, 51.84, 0, 1, 63
9, ezr, 45.30, 0, 1, 32
9, causal_ezr, 50.95, 1, 1, 68
