Performance, 27.58, [18-31-36-34-1-4-30-28-27-27-13-16-27-13-19-45-41-37-32-23]
Stability, 0, 72.75
Dataset, Health-Commits0009
Wins, -0.04, 61.16
Dist8, 1
Quant, 100, 50, 18, -35, -342
