Performance, 53.64, [32-54-50-60-46-61-50-60-56-51-64-59-56-52-28-56-50-59-59-55]
Stability, 0, 35.25
Dataset, Health-ClosedIssues0001
Wins, -0.08, 35.94
Dist8, 0
Quant, 100, 33, 5, -25, -73
